Text,Label
?????????? Trump try do something nice to send off and y'all ga cock block him? Wow,0
i can’t wait to fulfill my lifelong dream of being a trophy wife and having 0 responsibilities whatsoever,1
"i feel like women have a problem with feeling empowered with sexual acts. Since it’s so taboo for girls to even talk about it, they feel empowered once they do. I don’t blame them at all because of the way society has shaped us.. and this is honestly sad to see",1
Ugh love this little face masha’Allah,0
So... I may be tipsy... but am I the only one that noticed Keri Hilson was invoking Josephine Baker but Baker was more risque than most of women out these days? Like... truly not about that life.,1
Yeah we know. #NotAllMen But that’s not what this argument is about,0
To cover the smell sodomy and make you wanna sodomize again,0
Ps5 version of fifa 21 is even more ass than ps4 version,0
Nah....that’s some gold digger shit,1
"Wow, you look like a prostitute. Guess I knew you were a high school dropout and got into sex industry.",1
"- than men, which seems odd to me considering men are the ones who have caused so much destruction around the world whilst women are often the ones suffering. Don't get me wrong, I'm proud of my faith but there are a lot of things I question that I'm yet to get sound answers to!",0
Consider the long-term implications of the extended reach and permanence of publication. #gamergate,0
(1 of 2) He gave it Dec 4.....I saw Jesus and a soldier standing side by side on top of this large Hill. Both facing away from me and looking into the beautiful light. Jesus was a huge man.Wind was blowing his robe and hair. But I was far off looking at them bottom of the hill.,0
"Wait, so a man without a PhD is called a “preeminent scholar”, but a woman with a PhD is told to stop using her EARNED honorific? This is the garbage women face every single day. Take a seat.",1
we did not deserve this but thank u queen,0
pray dirty house educated hoe a job gold digger clean pussy stank pussy loyal 5 kids faithful cheater,1
boy just start naming your price to fuck because you look like a whole whore on hereYou could tell you did not have that much attention at home,1
Why your Feminism is based on Misandry? LOL.,1
Write what you think will be attractive and honest and suggest she make edits to that version.,0
"If you ever see a woman start to take off her earrings, her good ring, and her friend gave her a few rings to wear in a public place you either need to run or grab some popcorn, because it’s about to turn Jerry Springer real quick.",1
"A woman who has lived your worst paranoid fears about ""the cock carousel"" just without any sex at all, and just wasted her twenties partying and posing for pictures and going to Indonesia",1
"On behalf of #palistinian #Jesus ... a true #christian / #american would not ATTACK #CHILDREN , #womensRIGHTS or the #poor .... so JESUS WOULD THROW YOU #republican #terrorists out of heaven",0
"Really nice, gorgeous body! You're very attractive!",0
“Now...”She demanded while rubbing her oily tits for Zoey~.,1
"People really try to convince women with little to no ass that they should go out and buy a body. Like bih, I don't need a fat ass to get a man. Never have.",1
Bitches be corny and wanna be thurl,1
Even subliminally people clock this mask. In Sainsbo’s I smiled at a bloke who said ‘the self checkout won’t take my money.’ After locking eyes he said ‘of course if it was a woman it would take my money’ or would he have said it anyway? #everydaysexism,1
"“You might say that,” she grinned. “Asses are the best non-penetrating part of the human—and sometimes non-human—body.” Another superpowered spank to the woman’s ass.",1
Hope Ole told that ref to fuck right off. Bald cunt #RBLMUN #MUFC,1
I feel extra lonely when I got a man up my ass also,0
i’ve realized how much men make me enjoy women like girls are so much prettier than men like men are gross and women are just so pretty and so amazing but like I have only scene one man naked that I think is a tractive I mean yes he is mine but like all of the other men are gross,0
"watches in amazement as seokjin and hoseok undress slowly, their eyes now glued to each other.""hoseok likes to tease,"" jimin says to no one in particular. his voice brings yoongi back to him again and yoongi takes a deep breath before he sits on jimin's cock, sheathing it",0
"The goal in HRT is to stimulate the hormone levels of a cis woman. As far as the structures you mentioned, there are cis women cis women who have all of those features as well, should they be excluded?",0
Call me sexist or whatever but I don’t believe women should be playing men’s college football. #StartYourOwnLeague #MyOpinionTakeItOrLeaveIt,1
You were used like a dime store prostitute and no one will remember your name either.Quit making women look stupid,1
Queens woman gets desk appearance ticket for allegedly driving into protesters -,0
This is true feminism.,0
I don't trash feminism but i fully agree with him here.,1
lmaoo wow most women really do not understand men. that tweet was horrible,1
"Ah yes the old small dick insult lol, used by stupid women when theyve been beaten in an argument. Begone ya stupid bint youre only embarassing yourself now",1
"“...at any given moment — perfect equality is hard to define or sustain — but we allow the pendulum to swing back and forth between us,”",0
"Oh look, someone is calling people sexist.. stop the presses and let’s all check our privilege. LOLThis was a PR stunt, nothing more. I’m female and you’re nothing but a cuck. Go ahead, call me names…",1
You are wrong about it being social construct. Though you also believe in posting your pronouns in bio and you are a socialist so I doubt there’s anything thats not a social construct to you. Have fun defending rape and murder as not being intrinsically evil.,1
bitch is angry that she actually has hair fuck this jealous ass cunt,1
"Popeye' the pup may be strong, but he has Wellesley and Dover first responders to thank for pulling him out of the icy Charles River water.",0
least when granblue says theyll focus on men more i occasionally get some unrealistically big cow tits in the mix,1
Niggas try to hard to look like Demons in they pictures bro you is a BITCH,0
"We can agree that neither of us want women arrested, jailed or put in danger simply for selling sex. We can also agree that we must do so much more to tackle the reasons behind prostitution. We probably also agree about the need for healthcare provision and other services.",0
Guys who like cars really didn't get that sprinkle of hobbiesLike you look at their stories and it's always some shitty edit made by some cunt who can't even afford a civic,0
That woman constantly wooing during the Florida-UT game is driving me nuts.,0
Some people cashed out from that EndSARS protest but that’s story for another day before you people will call me sexist!!!,0
So this presumably grown adult looks at a story about a seventeen year old in intense emotional distress and the immediate reaction is to make fun of that distress. Such feminism.,1
"I swear to you. ANY Man that puts his hands on his Woman for whatever reason is a punkbitch. Idk if it’s a push, shove, grab, smush, slap, punch, kick, whatever! Some Women do that dumbshit too and I’ll never understand it",0
"HanabiShe's extremely energetic and never lacks energy. She also loves her big sis Hinata and tries to be just like her, even when it comes to being a slut~ She loves getting gangbanged, the more the merrier after all! Oh, but she's tougher than she might seem at first~",1
Birds was a slapper,0
"I agree that we should not close schools and small businesses, but watching anti maskers walk into a place of business without one on, and then bitch and complain about why they don’t have to wear one, makes them look like idiots when they get escorted out",0
Besides NU's habit of bad penalties and turnovers they need a QB who can throw the ball. I love Martinez as a young man but we had better hope Logan Smothers can play.,0
She can be a 2 fisted cock tease,1
... old men with twisted behaviours on children #Kincora?UK journalist &amp; brother STILL with ZERO #HumanRights after 45 yrs #harassed #bullied #blacklistedhttps://t.co/2TCDaT9bHG,0
as one should,0
i thought they were feminists:/,0
There's been an influx of people who refer to themselves as gender critical radical feminists - be aware that these people are part of a hate group that radical right wing evangelicals finance to break up the LGBTQIA+ unity. Their goal is to legalize conversion therapy.,1
Or what she’s done since...professional trophy wife.,1
where are the tits helen,1
Black men don’t deserve vacations,0
"It’s sexist to use as an insult even if you’re a woman. Let me ask, what did you associate the word with before … — I call cats men and women pussies. I see where you’re coming from but I disagree. Insulting people in general is …",1
DAWG POUND! The #BrownsCelly has to win this week's #BudLightCelly!,0
"Let's be honest, though. If we're doing this, then they become units/classes about post-colonial theory, feminism, or psychoanalysis--not literature--which is fine but let's at least be honest about it.It's an approach to literature that affirms one worldview",0
"This time two years ago I was ripped to the tits on…actually I’ve no idea what drug they gave me to calm my pre-open heart surgery nerves, but it bloody well worked, I can tell you.",0
are impling that all men are evil? you absolute hole. of course you would believe that as all women do so they can feel ok taking advantage of men. clearly you are just coping for your dating history and trying to blame men for yourbdjdwd. DHEJID NO EKWJWW!!!!!!!!!!!! REEEEEEEEE!,1
i’m used to the dumb blonde comments but this? i’ll never recover,1
"birthday to you, may God continue to shower His infinite blessings on you and your family",0
Why hate on a beautiful woman making her money? I rather learn from them. That’s the difference between you and me. I admire women while you hate and try to shade them. Do better.,0
Lol sijui if i date crazy woman but there is this one who used to spank me mpaka najam,0
More concept art of that depressed magical girl project The brass knuckles say Self Care,0
"News HeadlinePass-rushing great, Hall of Famer Kevin Greene dead at 58 - to Watch 'Wonder Woman 1984' for Free on Christmas Day - LifehackerNow That Grandma Has Been Vaccinated, May I Visit Her? - The New York Times",0
"#NotAllMen except for the men that get offended by ""all men"" posts. My dudes, fun fact, if it doesn't effect you, you wouldn't be getting upset. Think about why you feel the way you do before reacting.",0
"We you! Post your BEST slapper, grab, ANY play on our app so more college coaches &amp; fans can watch you ball out YOUR play could be featured to all coaches/fans on Twitter/IG/TikTok Hit the link to download Sports Threadhttps://t.co/rq7e59djiw",0
"I just want y’all to know that in some cases, the woman are driving the fathers away. Refusing to allow them a relationship with their kids and turn to the world calling them a dead beat.",1
America wanting to manifest destiny and us retorting ‘manifest some bitches’,1
"ok, are people unironically pissed over the fact that harry styles wore a dress on the cover of some cringe tabloid? this is on the same level as when lefties bitch about manspreading.... pls stop",1
"Oh boy! Hit me, beat me, spank me...c'mon don't hold back ladies....I promise I'll be a bad,bad boy.....I wasn't married to the same woman for 30 + yrs. without being put in my place ever-so-often,playtime!",1
#bullying #JackDempsey ⁦@jack⁩ Jack Dempsey is #harassment #harassed #Attacking a #Cripple #disabled #American for TRYING TO MAKE A DIFFERENCE? #Trying to #BePartOfTheSolutions not #PartOfTheProblem or be #mean #Hate #HateCrime to #Humanity because you #Block #Hope? #NOTME,0
"And you’re showing this to me, the lunch lady, why? That’s like showing a fine honeyed ham to a detectiveǃ",0
"Ato go wana Bursar ein office.He Dey there Dey beg for Fees deadline extension Wey Stella comort from bursar ein washroom Dey try fix ein bra. Stella say she go pee. Ato conf.He come class Dey ask me “Staph , women Dey remove bra before them Pee?”I say No woman,No Cry",1
#Feminists in this decade are not probably the wife material.#mondaythoughts #COVID20 #MGTOW,1
"Kangana Ranaut vs Diljit Dosanjh fight turns ugly, she calls him Karan Johar’s pet dogHere is why the Punjabi singer-actor Diljit Dosanjh got into a war of words with Kangana on Twitter.https://t.co/PzLTM4lyNo",0
"and not only homophobic but ""the most homophobic"" like yeah sure sir of course homosexual women are your biggest oppressors",0
I’m sorry that you have so much hate for women.,1
Elisabeth Simpson and the dirty old man get ready to spank two women,1
"My Xmas wish is for you to take my 10.5inch cock and abuse it as you put your pussy on my face letting me lick, and tease your clit, grabbing your pert titties. What you think baby x",1
"Now look fat cunt, I don’t think dream is god. I like his content and all but I’m not a dream or shit Stan, but I can tell you dream isn’t racist for saying the word lynch. Lynch doesn’t only apply to black people, and the fact that you automatically assumed that makes you racist",0
I hate that women think a relationship only works if they’re happy. You may be happy but have you checked on your man lately??,1
Omo all the things this guy did today wasn’t for the faint hearted. His whole career and reputation was on the line and he came out strong. We’ve seen someone literally die because of a false accusation this year. I hate the fact that women have started to weaponize assault,0
"yeah imma need selenators to stop calling me sexist bc i dont like selena, then call hailey a housewife/trophy wife. i know a lot of those accounts are men too, hint hint, treating one girl with respect just bc you like her does not erase your sexism done to other woman",1
Sexy bint,1
"tw!! sh•••so much fucking bullshit today in my town there was this one girl eho got exposed for talking about all of her bsfs behind her back and calling them hoes, then there was a girl who literally said the n word and me and my friends bashed her for it.....",1
"""why is the cafe women-only"" so women can chill there without being self-conscious or hit on",1
"I can not believe it has been 31 years. still heartbreaking what each of these smart, independent women would have given back to our country, our world! Such a great loss",0
"the victim card doesn't work this time, yall started",0
"I'm not sure it makes sense that I live in a world where I have to question, quite a lot, whether a film featuring men and women dressed as super powered wrestlers fighting crime is appropriate viewing for my children. Surely it should be, more often than it isn't, shouldn't it?",0
Her and Taylor are both women haters,1
So gorgeous yummy awesome hot sexy body sexy tits and perky nips want and would love to suck nibble and put my cock between them and wow yummy amazing ass and sweet delicious pussy want and would love to lick and pound them both and suck that luscious clit,1
"So your father is a ""vet"" and your daughter has an infection so you let your father examine her??? Way kinda nonsense is this. He making himself look like a real cunt asg",0
I’m a woman so I see this stuff and I understand your argument but I feel like saying the white men that do cruel inhumane things to women and people shouldn’t be glossed over if you’re comparing the races I’m not a racist by any means women hate men stems from men kill us every,1
"I was specifying what I was saying so you can understand my point it isn't transphobic to not prefer trans women in a romantic sense, it is transphobic to deny their rights and such.",0
I would love to fuck you just like you are right now,1
i don’t understand why we have to label clothing as “women’s” or “men’s” clothing. clothes literally should have nothing to do with gender.,0
"Wow, no panties has pulled into the lead. It is very hot not wearing panties under a short skirt!",1
"First of all he didn't say that. And the environment is not something Meghan has ever talked about, that is Harry's passion. But sure blame the black women.",1
You look like a prostitute .,1
"I agree it been all hui and no dui with labour so far. But prefer not to call the PM Cindy, as that always seems vaguely sexist to me...",0
*writes down cock carousel for later use*,1
Yeah you really don't wanna know that we gangbanged your mom bro,1
Sounds familiar?#MenToo #ABLANARI #FakeCases #NirupaRoy #toxicFeminism #FEMINAZI #GenderBiasedLaws #womenempowerment #LegalTerrorism #LegalExtortion #CrimeByWomen #CrimeHasNoGender #498A #DowryLawMisuse #GenderEquality #Golddigger #blackmail #FraudWatch #doublestandard,1
That cunt. That absolute cunt. Daring to invoke... fuck.,1
Gay men never tried to force their way in to women’s spaces. You’ve gone off on one about gay men and ECT because that’s easier than saying that you think women shouldn’t have rights that exclude men. You’ve upended reality to do it.,0
is busy in securing brownie points for #womenempowerment since they've lost whole purpose of their creation &amp; existence. #FEMINAZI #DoubleStandards #NoShaktiActInMaharashtra,1
Abide by the same high standards you expect of others. #gamergate,0
Something familiar about that slapper....,0
"WRONG, they are victims of feminismFeminism is an ideology based on nothing but the hatred of men and boys and special status for women in all things!",1
skank to this!,0
I thought she was just gangbanged,1
"I had to learn feminism, racism, and transphobia 101 on the road to understanding my gender, from the perspective of someone who did not want but represented that institutional power and was way behind on my education.",0
dang $17 a pound,0
"but had i had a repressed mom, i would have been completely traumatized! luckily mine was always willing to explain things from an early age that were 'age inappropriate'",0
Bend over and take my throbbing cock and let me reach round and tease it...,1
You can tell she’s been waiting to jump on this woman to spew her racist tirade against her. The thread is actually valuable in showing how white women will completely/intentionally disregard racism in order to claim it as feminism. White defensiveness is one hell of a drug.,1
"Today’s featured Winter 2021 course is Feminist Community Organizing: Theories and Practices (WOMN 3550) from Explore organizing efforts and techniques, community issues and strategies that women have developed.See all Arts courses on Aurora. #UManitoba #StartAtArts",0
"Back! Back to Limbaugh, your creator, Feminazi!Seriously, you lost by over 6 million votes.You lost decisively, and definitively.You lost humiliatingly.You make yourself a bigger loser by claiming you were so entitled to win, you just couldn't have lost.Stop whining.",1
I wrote some rant about that funny thing of demanding a random artist doing funny memes to waste time compiling evidence when they demand nothing of the short of the people whose job is doing exactly fucking thathttps://t.co/5PSHCBb27R#gamergate,0
"Ha! That now takes the lead for the dumbest statement I've seen the day. Do ""civilized"" people say they are going to grab women by the BEEP? I'm mean the idiocy of the ""right"" is amazing.",1
"We are still being treated like shit, and we still have woman and children going missing every day. The Amber Alert would never go off if a Native American person goes missing. And don't even get me started with the RCMP, the Police, and NAPs. It's all a joke.",0
Just because Governor Smarmy and the venal legislature has given you carte blance to forcibly sodomize the ratepayers doesn’t mean that you should. The Goebbels speak of calling the litigation mitigation and utility incompetence power shutoffs ‘public safety’ is beyond the pale.,0
WHORE !!!!!!!!!!!!!!!!!!!!,1
"men are so clearly delighted when they try conventionally feminine products (/lifestyle) but can't enjoy them without slandering women i'm so done with lack of balls in men like we get it you love to grow out your hair, wear a saree, use make up or glitter, posing for your pics",0
Why are your regimes hiding the deaths heave caused? Governments don’t kill their own people regimes do that. AS found not guilty in a Court with majority women jury.,0
"Just wait a few years, and the Lobbist Feminazi will pass laws allowing killing us...",1
Ooooooh YOU'RE so obsessed wanting to attacked non PC person with your soyboi feminazi movement mix with melting pot. #kekistan #4chanPol #AmeriMutt,1
"Wouldn't showing womens football of any level promote it more.As I said she is good, but in an age where we go on about equality it seems there is disparity between what is required as a woman and what is required as a man which cannot be argued.",1
"Tip from Gracie: if a bitch keep repeating they “don’t give a fuck” , proceed with , well a fuck don’t give you! so fuck I look like giving a fuck about a fuck that never gave a fuck about you in the first fucken place. The fuck! stupid ass, you got me fucked up!",1
Final round gon be pound cake vs Tuscan Leather even though furthest thing is top 2,0
You have a problem with the way I’m dressed! It’s not criminal! Those men which are majority from a young age have a problem spewed by entitlement to women’s body and superiority. This assisting in rape culture but the next generation hopefully do better feminism at its work free,1
"Hello stalker in Scotland using Google Chrome an app I do not use won't supply and IP address though, #stalked #harassed #loggedinsametimeasme #nowherenearscotland #differentisland",0
“women will ___” “women love ____” “it’s hardwired in y’all (women’s) brains” sorry- where was the equal blame? where in this tweet did he mention men having accountability for cheating?,1
Whenever I’m feeling like a weak bitch and in my feelings over a girl I just look at evening or late night tweets. That shit be like Jeezy’s thug motivation to me . You be talking your shit “I ain’t never double back on no hoe”,0
"Companies tell us we should straighten, curl, wave, colour, perm our hair. The Businesses just make trillions from women. They keep ruining our confidence, don't care about harmful chemicals &amp; treatments we have to endure because the money keeps on flowing. Prosecute them.",0
"My point with that is that we shouldn't be suprised that we don't get a positive response for pointing out reality. Look up ""Cycle of Acceptance"". The first stage is denial.It's fine to be tired, I just don't think it's productive to focus that ire on other women.",0
The moon looks so bright &amp; close tonight like you could drive to it. It’s so beautiful,0
"Stop only using he pronouns when referring to Elliot. People who use multiple pronouns deserve to hear all pronouns equally, defaulting to he/him pronouns constantly only upholds the binary.",0
Spelled misandry it is apparently,0
", forgive me if I’m naughty. But Vanessa Williams is still fine as hell and put some of these other women to shame. God you are beautiful.",1
All i can say is BITCH,1
They must be hearing it from Trump Towers. That's PROVEN Rape Land.,0
Could u imagine cheating on ur bf and getting pregnant by the other dude who's not even the same race as either of you lol god said,0
"And to add insult to injury brown has just been run ragged twice in about 2 minutes, made to look like a cunt both times. How are you fucking people not able to realise this was gonna happen?!",0
"I’m not insulting you. I’m just stating a fact. Your fetish is really weird but it’s not harming anyone. Go get carried around by and have ur duck sucked by steroidal women. It’s your $500, have a ball.",1
#NotAllMen doesn’t clarify anything. It doesn’t add to the discussion or develop it in any way. All it does is derail and dismiss the lived experiences of women and girls.,1
jay gatsby was a volcel 4 some dumb blonde bitch,1
why the hell would they cast such a beautiful woman to play tante heleen?? now i’m gonna look like an asshole when i say i want to bash her face in,1
Ranking the songs on every VW album for no reason (best to worst):VW:M79CampusMansard RoofThe Kids Don't Stand A ChanceBrynA-PunkOxford CommaWalcottI Stand CorrectedLadies of CambridgeOneArrows,0
Free woman vs bond woman,0
"My family, my girl, soft Christmas music, and bourbon. I could live in this moment forever",0
"You either believe in the full equality of men and women or you do not. In Feminism Lite, that men are naturally superior but should be expected to ‘treat women well’. No. No. No. There must be more than male benevolence as the basis for a woman’s well-being.",1
I’d still pass out if i seen these bitches flying around all invisible nshit. Helll no .,0
You also look like a typical cunt!,1
In “Spank Prank” from 2016 we see how a woman is tricked and spanked now up at,1
Is advise her to leave her marriage and home. Nigerian women who are honestly incapable of living without a man an abusive one at that cannot be advised such. I just pray he doesn’t beat her to death one day. She even has a lackadaisical attitude about it so me,1
"Aww I found a fanboi that's triggered. What's the matter I'm a straight white man so you can't call me a racial, homophobic, transphobic, sexist slur. I guess I win.",0
DONT FUCKING LIKE THIS YOU WHORE,1
"What about the part where it STARTS with “she’s not pregnant, she’s not pregnant!”",0
Just seeing it as it is. I dont agree he has been carrying the team as the Europa Team he doesn't play in seems to be scoring freely. I dont want to slag him off but he is doing nothing for the team. Is he not allowed criticism?,0
Eminem said “fuck you looking at hater? I sodomize like an ass raper” and people still question his pen,0
"Capital likes what it controls, and the faux puritan right haz thoroughly wigged out over women running literally their own show, instead of breaking their backs running up and down flights of steps delivering chicken wings and Chick-Fil-A for DoorDash for sub minimum wage.",0
"He's not a ""her"". He is a man. Neither woman nor lesbian. Don't be scared to admit it. You know it to be true. Don't be intimidated by the screaming cosplaying men. I know they hate women but don't embolden them.",0
Richy said not able to celebrate new year properly as he has to sleep early for the game tomorrow. Ederson joked no way Richy catching the rona as it only caught the ugly people,0
bad bitches is the only thing that i like,1
Introducing Grave Hand Kobolds! Grave Hand Kobolds will be available in our third-party setting we're creating for Pathfinder 2e by The frigid northlands of Naltulth are going to be a heck of a place to adventure in. #ttrpg #rpg #pathfinder #pathfinder2e #paizo #naltulth,0
“Equality” between men and women is a word made up by feminism and what they fight for. There’s nothing about equality in God’s Word. We’re all completely different and unique. Fighting to be equal only breeds discontentment and contention. It’s not of God.,1
This stigma that women just enjoy sex through penetration and penetration alone is only going to make more men think using your body to masturbate is okay.,1
listen. i’m not saying that the dad (?) from mother’s talk mv is attractive. But,0
Why don't you highlight how women's football is extremely welcoming to gay people? Or doesn't that suit your obvious agenda?,1
Aye bro if you had a gold digger just say that,1
"and the thing that makes sexual assault is not the specific act being carried out, but rather the lack of consent to that act, WHATEVER it happens to be, kink or vanilla or fucking street harassment",0
Kinda like a gold digger,1
"Too many women have had to leave male-dominated fields due to sexual harassment from straight men, fair is fair.",1
I’m watching a show and the woman driving a car in it hasn’t looked forward for a full city block and I don’t think she’s about to hit anything and I don’t think it’s part of the story and I think I need to turn this off.,0
"atleast you don't live in Ireland, if a guy does look like this he's an arse, if he doesn't look like this he's still am arse",0
I hate straight Swiss men they did nothing but treat me like shit for 4 hours and slut shame me worst “Silvester party” ever,1
when she was played a brainwashed/emotionally repressed soldier who seemed... exactly that in the film LMFAO (I would recommend such idiots to watch ROOM... one of the best movies and performances I've ever seen),0
"#womensrights, Just like to say I’m all for y’all, now let’s hurry up and make boobies legal",1
"In all fairness though, if you’re allowed to “be a girl” AND “be a boy” you might as well do the ‘funner’ stuff! (I’d be heading for the Boy Scouts too). Lesson: Scouts need not complain on each other when they set the rules for their own demise.",1
"Every time i find out something new about women giving birh, i really cannot understand the AUDACITY men have to cheat while their partner is pregnant. Satanic behavior.",0
woah almonds have tits? gimme a sec,1
Been frigid up here all day! Welcome to my world...,0
Idc about that. I’m droppin dead,0
He was one of the OG #Gamergate reply guys.,0
i don't think misandry is real.,0
Oh and slag off Tommy Robinson and you will also get blocked. This bitch is not taking anymore prisoners anymore. I am talking about myself so you can't suspend me. Thank you and have a pleasant evening.,0
Feminism: Fighting against real world women without realising since time began. Well done.,1
He had threatened to go to other women during and after our relationship. He has threatened to kill himself when I wanted to leave. He has called me names consistently when it did not go his way. He has threatened to ruin my life. Now he has threatened to release a private video.,1
"JFC - the most productive member in ALL of Congress and you want to replace her The problem is solely with the GOP &amp; Trump.She'll go when she's damn well good &amp; ready to go &amp; not when primadonna, spoiled little men tell her to.",1
imagine being traditionally attractive... i can not relate to any capacity,0
I got blocked for telling her that she's a moral puritan... which she is now proving,0
Clearly label illustrations and re-enactments. #gamergate,0
Women like it when you spank their asses in front of their parents.,1
"Isnt like feminism is worded like that because to challenge the dominant counterpart? Since dulu orang define masculine-type je to be the right one. But to fear the word itself is kinda the point as well, no? Idk man too many things idk to tell",0
i think so i had a dumb blonde moment,1
"All so pointless.Tackle male violence, stop attacking women.Muted, your standard response to blame women is outdated and enormously pointess.",0
"Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak for herself. Not just this week, she is the boss this whole season of Bigg Boss 14.",0
"A loss of a brilliant &amp; remarkable woman, the Hon. Elaine McCoy. As staff with Premier Getty in the late 80s she encouraged &amp; mentored me to value all points of view &amp; solve problems respectfully. An icon that did not let politics get in the way.",0
"The people deserve to know why they are being denied $2,000 / month survival checks.COVID-19 relief should not be debated behind closed doors.",0
Say that to some of the women I know and they'd knock your teeth out.What makes you think you're a man when you hit kids?Coward.,0
"#ISRAEL: 79% of sexual harassment victims are women, the vast majority of whom are between the ages of 20 – 35 and who refrain from filing police complaints #VAW",1
"Your 100% right those that love RJ &amp; TLJ have the right to love it, but don’t feel like u can call me a bad fan for thinking the movie was horrible. Also calling someone a sexist for not liking the Holdo character is not okay.",0
Wonder what people who don't know Slag Wars think of my new display name,0
He is a very fierce top. But can be a little slut for you when a bottom,0
can’t blame women for wanting to marry rich all of us are struggling you’re telling me if there was an easy way out you wouldn’t take it?,1
Ex-#Cuomo Aide: He '#Sexually #Harassed Me for #Years'https://t.co/wsoi6DJ1bS,1
"I agree that one can’t blame tools (options, equities, futures etc) but the carpenter himself. Same knife can cut hand vs cutting veggies - it all depends how we use it. However, where we can improve as a twitter community is by not posting senseless profits instead of process",0
I just saw about a 400-500lb heifer of a woman driving in a mini van absolutely loaded with snow on it. Should she be fined or is that deemed as physically impossible?,1
I hate that women are taught to be in constant competition with one another.,0
I'm gonna just delete that app for now because some of y'all are weird and rude. If you can't say something rude to my face then don't say it at all because you look like a hiding bitch.,0
SUMMARY Focus on building your value while having fun time after timeAvoid distractionsDon't display too much interest Enjoy your own world more than her'sMake her earn your attention women's prime = 18-25 Men's prime = 25-40,1
"Let’s see what happens when Harris gets back. That should help. One thing that concerns me, is the ball movement. This looks more like a glorified HS offense, instead of Rot Williams push the ball and pound the paint type offense.",0
Millions of us know the truth. Our hands are tied to our justice system. It's hard to believe our votes and so much more has been taken from us. We will come out of this...its gonna be a long f-n road,0
"Driving on road trips is great I understand. Man or woman though, if I'm not comfortable enough to go to sleep I'd rather drive.",0
My understanding is that the soccer dome is owned by Heron holdings (which is Whelan’s daughter). What is Park life? I haven’t heard of that?,0
If your wife can't cook no problem cook for yourself you are in a marriage not in a restaurantIf your husband doesn't give you money no problem you are in a marriage not a bank…work and earn yours,0
"Bitch you wish you were as flawless as me, maybe then you could keep a man without having to spread your legs. Even after all them surgeries you still look like hot shit. Get a shovel fool, cus you bs",1
"Kudos to you Ma'am! Indeed you have been inspiration for youth, specifically for women who aspires to be the part of civil service. The empowered woman is powerful beyond measure and beautiful beyond description. Regards",0
Why can't women understand hore a guy liking sex is natural,1
"Hehe, you're very welcome my love!!!!",0
I don't understand how there exists women who don't support #Medicare4All. Childbirth bills get sent to mom.,0
Most people still dont understand the difference between feminism and equality,1
They made her look and sound like a dumb blonde.,1
honestly the only thing i enjoy abt it is the costume design and the women but the men (hcav) and the bad writing just make it utterly unwatchable skfjkd,0
The women in today’s society be hustling they ass off they make me grind hard I be damned if a woman out work me lbvs,1
When the neighbor has work done on their condo so the whole damned building has to be without water most of the day on international Black women clean the house day. I need a house,0
Do you think the biggest crisis in masculinity and damage to society is men having to settle for women who have had more sexual partners than them?,1
Bill Sears was a good man &amp; an honourable gentlemen. He was always as gracious in defeat as he was humble in victory. Bill once told me his very favourite spot in all of Hamilton-Wentworth was the drumlins of Westover. I really liked him. Condolences to his family. RIP good sir.,0
"Tim Schafer on #GamerGate: ""It was a very angry time in gaming culture and I came out of it blocking 11,000 people on Twitter … And then luckily, those people got busy moving off to go run the United States government.""",0
This is why I choose misandry and a low carbon footprint as a personal lifestyle,0
Except for the human you murdered. All in the name of whoring yourselves out. Good job feminists,1
conservative YouTube has just been using different words to do the same “purple haired septum ring 16 year old femiNAZI gets OWNED by FACTS” “FEMINIST thinks MOVIES are SEXIST???!!!??!” videos for like 10 years straight i don’t understand how this is still profitable,1
Michelle Pusateri also faces charges of child endangerment because police said she was driving under the influence with her 4-year-old son in the car.https://t.co/vvUVDmKuUl,0
Oh shut it you transparent little wanker #NotAllMen #sendnudes,0
me when i hate women yawn,1
#everydaysexism have you no woman drivers? Your automated messages say that we will receive information about delivery slot when “the driver scans the package onto HIS truck”. Please enter this century and change it to ‘their truck’.,1
She’s a Skank,1
"He can't get buy with ""snappy slogans"" because all he did as President is play the victim-role black card.",0
"Molly since you’re a woman let me point you in the direction of the iron, hoover and kitchen sink. Spoken like a true trump supporter bet you love me! Mebbe if I grab your pussy?",1
"Also I mean like Namjoon , BM , Wonho and that one guy from pentagon with fat titties too uwuBut I'm all inclusive too aslong,as the other person isn't uncomfy :D",0
You look like a prostitute whore Nancy.,1
"She did. Husband divorced died, siblings gone, Friends will not take you to craft store and watch you shop for yarn for 3 hrs, talk to you on phone 5 times a day, cook meals, hold your hand through surgeries, etc.But some people don't need all that",0
Is she still at it? The begging little slutbag,1
"Achieving community peace dialogue through empowering community structures in enhancing sustainable peace is the way to prevent conflicts, strenghten cooperation between tribes, races, nations, unity-in-diversity, justice and equality.",0
FEMINIST WOMEN HATES VIDEO GAMES BACKFIRES ON HER via,1
NOT ME BEING A SLOPPY WHORE ON NEW YEARS,0
"You are now taking about ""sexual assault"" not ""rape"" - which has a real socio-political significance.""not all people with penises"" = #NotAllMen",1
"Everything will be fine, my luck ranking is #73 for 2021, I got the vaccine lined up, I'm going to do unemployment, I'm going to have a fun trip soon, and im going to start rearranging my plans for the year. u will be fine you dumb little blonde idiot",1
This why I hate women,1
